Reference_Top10,HighGlucose_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, Glascow coma scale verbal response->Oriented, mask->Fraction inspired oxygen, Temperature, Heart Rate, White blood cell count, Lactate, Systolic blood pressure, Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT","Creatinine, Glascow coma scale verbal response->Oriented, Temperature, mask->Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, White blood cell count, Lactate, Systolic blood pressure, Glascow coma scale motor response->Obeys Commands, Glascow coma scale motor response->No response",8,0.8
