Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift,Family,Severity
XGBoost,-0.000534981121008915,-0.0008395066665588535,7.185622562659588e-05,0.00020435064795658667,-0.009876565011123328,0.0005820457997502826,Classical,Moderate
LogisticRegression,-0.0014405540892260538,-0.006984765228720269,0.0006227017869227802,0.00024523263073404633,0.036200636906937644,0.0017050050420894759,Classical,Moderate
Random Forest,-0.0023810669379374927,-0.003946520548885113,0.0004260621122312569,0.00030140832073074705,0.01679075208938835,0.0018526660328630736,Classical,Moderate
MLP,-0.0004656741449468038,-0.0020565386026806243,0.000178357089245601,-0.0003505270741125978,0.004145012278599286,0.000554001942340518,Classical,Moderate
LSTM,1.6037977931815384e-05,-0.0007296572949053726,6.765767668572009e-05,0.0005720714745562436,0.00038313865661621094,0.0009561115293763578,Deep,Moderate
LSTM_DS,9.221837310746661e-05,-0.0004951925714958838,4.765241452187041e-05,-0.00015406309290893865,0.00013196468353271484,0.0007434127037413418,Deep,Moderate
ChannelwiseLSTM,0.0003356519667143676,-0.0007255103311373245,3.2660486092864205e-05,-0.00041840059472428824,-0.0033330651140024425,0.0010515220928937197,Deep,Moderate
ChannelwiseLSTM_DS,-0.0005218070677077691,-0.0011587173952052332,0.00017811715524036764,-0.00044784221174796156,0.014069170577853285,0.0012644678354263306,Deep,Moderate
