Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Creatinine_last10%_min, Platelets_last10%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Hemoglobin_full_max, Potassium_last10%_min, White blood cell count_full_min, Diastolic blood pressure_last10%_min, Respiratory rate_last25%_mean","Glascow coma scale verbal response_last10%_min, Creatinine_last10%_min, Respiratory rate_last25%_mean, Platelets_last10%_min, Hemoglobin_full_max, Potassium_last10%_min, Glascow coma scale motor response_last25%_max, White blood cell count_full_min, White blood cell count_last10%_min, Diastolic blood pressure_last10%_min",10,1.0
