Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, Glascow coma scale motor response->Obeys Commands, Glascow coma scale verbal response->Oriented, Temperature, mask->Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Fraction inspired oxygen, Weight, Bilirubin, Systolic blood pressure","Creatinine, Glascow coma scale motor response->Obeys Commands, Glascow coma scale verbal response->Oriented, Temperature, mask->Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Fraction inspired oxygen, White blood cell count, Heart Rate, Weight",8,0.8
