Reference_Top10,HighWBC_Top10,Overlap_Count,Overlap_Fraction
"Fraction inspired oxygen, Creatinine, mask->pH, Glascow coma scale motor response->Obeys Commands, Potassium, Glascow coma scale verbal response->Oriented, Lactate, Weight, Prothrombin time, Glascow coma scale verbal response->No Response-ETT","Glascow coma scale motor response->Obeys Commands, White blood cell count, Creatinine, Fraction inspired oxygen, mask->pH, Potassium, Glascow coma scale verbal response->No Response-ETT, Glascow coma scale verbal response->Oriented, Lactate, Temperature",8,0.8
