Model,Reference_AUROC,Reference_AUPRC,Reference_Brier,Reference_ECE,Reference_MCE,HighWBC_AUROC,HighWBC_AUPRC,HighWBC_Brier,HighWBC_ECE,HighWBC_MCE,Delta_AUROC,Delta_AUPRC,Delta_Brier,Delta_ECE,Delta_MCE
LSTM,0.8758231612974173,0.5264048027235138,0.06313975175472558,0.009841886533865037,0.13423020839691158,0.8800502867918599,0.6087028889198017,0.09016099748967243,0.016739379878018136,0.15057850438495013,0.004227125494442596,0.08229808619628798,0.027021245734946853,0.0068974933441530994,0.016348295988038553
LSTM_DS,0.8727568455052517,0.5340788634512207,0.06320930188839112,0.01133598273492041,0.13195737383582373,0.8841282313192426,0.605671789185133,0.08898460926742602,0.01519067269136924,0.0908385022826817,0.011371385813990886,0.0715929257339123,0.025775307379034898,0.0038546899564488295,-0.04111887155314203
ChannelwiseLSTM,0.8652994836620864,0.5183818358481563,0.06506117106667854,0.014434407138130595,0.18156911026347766,0.8806526806526807,0.6058705442162025,0.08947316689914814,0.01734333523891046,0.0822453498840332,0.015353196990594231,0.08748870836804612,0.0244119958324696,0.0029089281007798635,-0.09932376037944446
ChannelwiseLSTM_DS,0.8719512662937986,0.5203610000255721,0.06437674574074306,0.009546250412382811,0.12150361935297649,0.8804745815981772,0.6036533745161698,0.09032114818913249,0.01949247282874289,0.1937949565740732,0.008523315304378554,0.08329237449059779,0.025944402448389428,0.00994622241636008,0.07229133722109671
