Feature,Mean_Abs_SHAP_Reference,Rank_Reference,Mean_Abs_SHAP_Perturbed,Rank_Perturbed,SHAP_Change,Absolute_SHAP_Change,Rank_Change
Glascow coma scale eye opening_full_mean,0.030789662,60,0.033484485,57,0.0026948228,0.0026948228,-3
Diastolic blood pressure_last10%_max,0.02060047,85,0.017950626,95,-0.0026498437,0.0026498437,10
Heart Rate_last10%_min,0.016586348,94,0.019145783,92,0.0025594346,0.0025594346,-2
Glascow coma scale eye opening_last10%_min,0.06573777,20,0.06828839,16,0.0025506243,0.0025506243,-4
Glucose_full_min,0.03401371,52,0.031511955,59,-0.002501756,0.002501756,7
Systolic blood pressure_last10%_max,0.011815028,112,0.009314305,140,-0.002500723,0.002500723,28
Sodium_full_std,0.010169348,122,0.012654435,118,0.0024850871,0.0024850871,-4
Hematocrit_full_min,0.0075325235,146,0.01001483,131,0.0024823067,0.0024823067,-15
Prothrombin time_full_std,0.0059357816,151,0.008416795,144,0.0024810135,0.0024810135,-7
Glucose_full_max,0.010975894,120,0.013406189,112,0.0024302956,0.0024302956,-8
Sodium_full_min,0.008808564,138,0.0065038283,152,-0.002304736,0.002304736,14
Glascow coma scale eye opening_full_std,0.0162883,96,0.018563738,94,0.002275439,0.002275439,-2
Glascow coma scale eye opening_last10%_max,0.06408782,22,0.061851613,24,-0.0022362098,0.0022362098,2
Platelets_full_std,0.00970112,126,0.011924183,120,0.0022230633,0.0022230633,-6
Lactate_full_std,0.0075687743,145,0.009783028,133,0.0022142534,0.0022142534,-12
Glascow coma scale motor response_last25%_std,0.0056926487,153,0.0035275244,166,-0.0021651243,0.0021651243,13
Diastolic blood pressure_full_max,0.006126469,150,0.008261043,145,0.0021345736,0.0021345736,-5
Glascow coma scale motor response_full_min,0.004467035,159,0.0065100193,151,0.0020429841,0.0020429841,-8
Glucose_last25%_mean,0.011518678,114,0.009543674,137,-0.0019750036,0.0019750036,23
Creatinine_full_mean,0.018208686,91,0.020109333,89,0.0019006468,0.0019006468,-2
Heart Rate_last10%_std,0.007876625,142,0.009773825,134,0.0018972,0.0018972,-8
Potassium_last25%_min,0.0113939475,116,0.013236978,114,0.0018430306,0.0018430306,-2
Hemoglobin_last25%_std,0.00037678162,174,0.0021853514,171,0.0018085698,0.0018085698,-3
