Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.004142953370724678,-0.01510713959309451,0.0016153770325831596,0.006990763856050901,0.02580762873567194,0.01621305094545479
LogisticRegression,-0.0008099178855529576,-0.005089088961380939,0.0012288771617246924,0.004622223953626849,0.043531907408763115,0.014289474300363704
Random Forest,-0.0009828989332454352,0.003825496758585234,-9.613826527574143e-06,0.001882083337601849,0.019425026102848075,0.014796890187165778
MLP,-0.0041538362843211996,-0.020143133044042694,0.0025190882921247437,0.008182436594674557,0.021907068485041314,0.0191887476087249
