Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
LSTM,-0.00029612980681104073,-0.00216827488148974,0.00022764854190480965,0.0014262209334711187,0.0008071660995483398,0.001941387
LSTM_DS,8.935444847690821e-05,-0.0015208099520390705,0.00019659665715442143,0.00011041595491640549,3.9696693420410156e-05,0.0016560598
ChannelwiseLSTM,-0.00022453169104430515,-0.0030597319896552566,0.0002862186708258857,0.00021482066386529705,0.023835324705054894,0.0018686593
ChannelwiseLSTM_DS,-0.0008969811943251305,-0.0010596528410844464,0.000207752681171694,-0.0008312114979132888,0.0004928708076477051,0.0019040781
