Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.0008208007991497013,-0.0024329875244615273,0.00017663652454968926,0.0004264721925579841,0.00021807216642266702,0.0013015543261144535
LogisticRegression,-0.0035518393269546866,-0.01659818981846839,0.0015201054736604103,0.0013174855953300563,0.07863115507403207,0.004120869628897678
Random Forest,-0.008930862568276021,-0.015101965039195586,0.0018293272439173919,-0.0006333564414491392,0.0122902577809052,0.006566566124983195
MLP,-0.002208085890245126,-0.0068813503300192425,0.0006541541297340747,8.132087071839253e-05,-0.005854379519954045,0.001475861564794941
