Feature,MeanAbsSHAP
Lactate_full_mean,0.0037692727
Lactate_full_min,0.0035101026
Glascow coma scale motor response_last25%_std,0.003297616
Glascow coma scale verbal response_last25%_std,0.0029007066
Potassium_full_max,0.0026727275
pH_last25%_std,0.0024826804
Glascow coma scale eye opening_full_max,0.0024289954
ICU_Coronary Care Unit (CCU),0.002418052
Hematocrit_last25%_std,0.0017644869
Hemoglobin_last25%_std,0.0016050214
Oxygen saturation_last25%_max,0.0015638121
Glascow coma scale verbal response_full_min,0.0015208665
Hematocrit_last10%_std,0.0004753204
Glascow coma scale motor response_last10%_std,0.0
Height_full_min,0.0
Oxygen saturation_full_max,0.0
Platelets_last10%_std,0.0
Weight_last10%_std,0.0
White blood cell count_last10%_std,0.0
Weight_last25%_std,0.0
ICU_Intensive Care Unit (ICU),0.0
ICU_Medicine,0.0
ICU_Neuro Stepdown,0.0
ICU_PACU,0.0
ICU_Neurology,0.0
ICU_Surgery/Vascular/Intermediate,0.0
ICU_Surgery/Trauma,0.0
