epoch;loss;seq_loss;single_loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1;val_seq_loss;val_single_loss
10;0.27580809593200684;0.2775487005710602;0.27400580048561096;0.89447796;0.6222737379240375;0.8949843717799755;0.5728881136307002;0.90238285;0.76529413;0.9843339;0.32419637;0.8991834;0.6056057015827992;0.8908638649425288;0.24689945578575134;0.5561097256857855;0.90630156;0.75816995;0.9867098;0.29;0.2480013221502304;0.24579763412475586
11;0.2744879424571991;0.2757056653499603;0.27316662669181824;0.8968523;0.6310389966604256;0.8973591677298104;0.582855718913531;0.91122115;0.71971065;0.9756567;0.3967107;0.9032663;0.613340070615273;0.8904040948275863;0.2489120066165924;0.56575682382134;0.9140468;0.7371134;0.98168105;0.3575;0.250046044588089;0.24777796864509583
12;0.27283915877342224;0.27428504824638367;0.2713806629180908;0.8932569;0.6251438865646046;0.8960554764607002;0.5806291800842209;0.89980656;0.77650064;0.9862578;0.3030152;0.89886934;0.6060302866810194;0.889165768678161;0.24931146204471588;0.5671641791044776;0.9041366;0.7826087;0.98922414;0.27;0.2502744197845459;0.24834835529327393
13;0.2708207666873932;0.2727438807487488;0.2687983512878418;0.8937996;0.6265517126366429;0.8964383901834136;0.5826065287814602;0.9013295;0.7669492;0.9848836;0.3157239;0.90232414;0.603342631784051;0.8880100574712643;0.24654531478881836;0.571072319201995;0.9076822;0.794702;0.98886496;0.3;0.24553707242012024;0.24755384027957916
14;0.27060845494270325;0.2722254991531372;0.26906901597976685;0.8971576;0.6371288654426684;0.8999061190437686;0.5868427610266633;0.9199955;0.6770119;0.96485925;0.4674807;0.9013819;0.6195770416018538;0.8934473778735631;0.24760285019874573;0.5728395061728395;0.9246905;0.6557971;0.96587646;0.4525;0.2485061138868332;0.24669957160949707
15;0.27039381861686707;0.27170389890670776;0.2689760625362396;0.8946815;0.6375416336096882;0.9007698115131868;0.585949177877429;0.90171003;0.7758202;0.9855118;0.3182158;0.90232414;0.6234289908105849;0.8901984554597702;0.24774277210235596;0.5625;0.9071452;0.8027211;0.9895833;0.295;0.24806679785251617;0.24741864204406738
16;0.2673298120498657;0.26970070600509644;0.26536470651626587;0.89783597;0.644633411765777;0.9009055995397266;0.5918265636680787;0.9074054;0.7605414;0.98193884;0.36406678;0.9026382;0.6123481701246889;0.8898069324712644;0.24614711105823517;0.56;0.9101459;0.76785713;0.98599136;0.3225;0.2466854453086853;0.24560914933681488
17;0.2688833177089691;0.27110323309898376;0.2675275206565857;0.89831084;0.6437247725304887;0.9036617682233944;0.595813605781211;0.9125087;0.7260579;0.975853;0.4061799;0.90232414;0.6215636042045913;0.8940095186781609;0.2427927404642105;0.5675;0.91618985;0.7089202;0.97772986;0.3775;0.24329161643981934;0.2422940880060196
18;0.2671239376068115;0.2690104842185974;0.26542145013809204;0.8977342;0.6402557178368179;0.9028423437170904;0.587942202291978;0.91683376;0.6958399;0.9695709;0.4418141;0.9057789;0.6390882082015567;0.8957498204022988;0.23884336650371552;0.5975;0.9207317;0.7155172;0.9762931;0.415;0.24034525454044342;0.2373414784669876
19;0.2662542462348938;0.26806530356407166;0.2643420994281769;0.8968184;0.6535286635997832;0.9067741499399008;0.6037876900074757;0.90390086;0.78243166;0.9853155;0.33516073;0.90420854;0.6438011702257078;0.8986952227011494;0.23794785141944885;0.5856079404466501;0.9102946;0.79141104;0.98778737;0.3225;0.2397337555885315;0.2361619621515274
20;0.26427626609802246;0.26624664664268494;0.2622058689594269;0.8998033;0.65147955950907;0.9057994377826816;0.5970595564415649;0.9153293;0.7227598;0.9741254;0.42810863;0.9038945;0.6311491103203148;0.8955549568965517;0.2400408834218979;0.585;0.91971546;0.70258623;0.9752155;0.4075;0.2416674792766571;0.23841442167758942
21;0.2665635645389557;0.2689342796802521;0.2646186947822571;0.89997286;0.6578711641857039;0.9063779543606449;0.6033881415047334;0.911189;0.75357485;0.9797008;0.3939696;0.9057789;0.6255132783490175;0.8938972701149426;0.24085895717144012;0.5825;0.91594106;0.75252527;0.9823994;0.3725;0.24225473403930664;0.2394629269838333
22;0.26408469676971436;0.2655995190143585;0.26252326369285583;0.9000407;0.6583794982967164;0.907763083223076;0.6040368801395465;0.912038;0.74767655;0.97867996;0.40094692;0.90420854;0.6308622069963892;0.8929525862068965;0.24121080338954926;0.5635910224438903;0.91468716;0.74358976;0.9820402;0.3625;0.24180476367473602;0.24061666429042816
23;0.26364102959632874;0.2654639780521393;0.26188036799430847;0.89803946;0.6497365337364729;0.9060918049555794;0.5950248756218905;0.91067314;0.7360525;0.9778947;0.3912285;0.9045226;0.6253886674827203;0.8909626436781609;0.24350328743457794;0.5675;0.9141617;0.7526316;0.9831178;0.3575;0.24437612295150757;0.24263028800487518
24;0.2654608190059662;0.26774951815605164;0.2631387412548065;0.89858216;0.648331087071548;0.9048301802368969;0.5963119860453526;0.9125647;0.7284502;0.97612786;0.4064291;0.9067211;0.6288594398176518;0.8941073994252875;0.23953670263290405;0.5725;0.91658294;0.75879395;0.98275864;0.3775;0.24027833342552185;0.2387951761484146
25;0.2662361264228821;0.2677404284477234;0.26463618874549866;0.9009226;0.6587393281961751;0.9085831681531861;0.6065287814602541;0.91870314;0.713615;0.9712592;0.4545228;0.90829146;0.6402013697441383;0.8953565014367817;0.23864278197288513;0.59;0.924098;0.7195122;0.9752155;0.4425;0.2391582429409027;0.23812741041183472
26;0.2612321674823761;0.26310592889785767;0.25925466418266296;0.90224546;0.6716100347150789;0.9113538808366701;0.6086631814787155;0.9185413;0.7262905;0.9731438;0.4522801;0.90609294;0.6355086355760537;0.8991567887931036;0.2379181683063507;0.5835411471321695;0.9216152;0.71308017;0.97557473;0.4225;0.23964905738830566;0.23618726432323456
27;0.2593032419681549;0.2614101767539978;0.25709840655326843;0.90194017;0.6714833004507352;0.9129627368244301;0.6070271617243957;0.91260964;0.76437324;0.9803683;0.4041864;0.9057789;0.626418142092508;0.8977388649425287;0.23879534006118774;0.5775;0.9153846;0.757732;0.9831178;0.3675;0.24011683464050293;0.23747387528419495
28;0.26018205285072327;0.26267996430397034;0.25763797760009766;0.90275425;0.6772025528516212;0.913912587694375;0.6137552952903065;0.9198618;0.72330475;0.97212297;0.46249688;0.9092337;0.6347591753318153;0.8993839798850575;0.23790334165096283;0.58;0.9247531;0.72469634;0.97557473;0.4475;0.2394181191921234;0.23638848960399628
29;0.25931164622306824;0.26208776235580444;0.25643470883369446;0.9023133;0.6767262543781694;0.9123398495507606;0.6204834288562173;0.91669434;0.7383256;0.9755781;0.4373287;0.90609294;0.6239748720308697;0.8956348778735631;0.24163496494293213;0.5725;0.9201894;0.72246695;0.9773707;0.41;0.2422666847705841;0.24100318551063538
30;0.26116833090782166;0.26373547315597534;0.2586584687232971;0.90244895;0.6678139756211886;0.9093333753525942;0.6077210460772104;0.9198662;0.7206054;0.97173035;0.46274608;0.9013819;0.6072755605746325;0.8904355244252874;0.2436487376689911;0.585;0.920068;0.67622954;0.97162354;0.4125;0.24347421526908875;0.24382321536540985
31;0.2603312134742737;0.26234233379364014;0.2582244277000427;0.9003799;0.6700503710670217;0.9110784694334876;0.6092154420921544;0.9283976;0.66896987;0.9586164;0.530775;0.9045226;0.6235048771324334;0.8961323635057471;0.24077853560447693;0.575;0.9302568;0.6589404;0.96300286;0.4975;0.24167117476463318;0.239885613322258
32;0.2589160203933716;0.26123082637786865;0.25662127137184143;0.90326303;0.6795884917142108;0.9136385656271991;0.6160358565737052;0.9171493;0.74462706;0.97620636;0.44031897;0.90483665;0.6237538807882619;0.8946165589080458;0.24266070127487183;0.5788177339901478;0.9189463;0.71748877;0.9773707;0.4;0.24314606189727783;0.2421753853559494
33;0.2593916356563568;0.26192083954811096;0.25682947039604187;0.90221155;0.6749008215719026;0.9138488396749983;0.6129514321295143;0.91884875;0.7242063;0.9727119;0.454772;0.9001256;0.6093285712592399;0.8929103807471264;0.24349327385425568;0.5635910224438903;0.9185336;0.6722689;0.9719828;0.4;0.24414893984794617;0.24283786118030548
34;0.2586473822593689;0.2610263526439667;0.2561662495136261;0.9012957;0.673830346742974;0.9118581168585583;0.6104607721046077;0.922469;0.69816744;0.9670187;0.48417643;0.9035804;0.6208265858852213;0.8972889727011494;0.2406325787305832;0.5833333333333334;0.9237085;0.6781609;0.9698276;0.4425;0.24044466018676758;0.24082037806510925
35;0.2563105821609497;0.2593940198421478;0.2536957263946533;0.9041449;0.6834737737757758;0.9148101378909138;0.6264639920259157;0.92353445;0.7157397;0.969296;0.49065536;0.90483665;0.6263192830609229;0.8983521910919541;0.23949599266052246;0.5775;0.92410254;0.68725866;0.9709052;0.445;0.2407078891992569;0.2382841855287552
36;0.2570927143096924;0.2597522437572479;0.2544882595539093;0.90441626;0.6888512837295431;0.9184302142932403;0.6249688512334911;0.915386;0.76950836;0.9799364;0.42511836;0.9004397;0.6270280201556723;0.8982668821839079;0.23707030713558197;0.575682382133995;0.91267985;0.71282053;0.97988504;0.3475;0.23672901093959808;0.2374119907617569
37;0.25503942370414734;0.25754648447036743;0.25245001912117004;0.9026185;0.6849797565044354;0.9176467951144333;0.6233183856502242;0.9133075;0.76632464;0.98032904;0.4094194;0.90201;0.6139070216596978;0.8935147270114943;0.24217255413532257;0.555;0.91448694;0.7178218;0.97952586;0.3625;0.2433282434940338;0.2410169094800949
38;0.2560400366783142;0.2589271664619446;0.2531261146068573;0.90512854;0.6875297901012101;0.9175716584534241;0.6249688512334911;0.9261334;0.7111111;0.96733284;0.5103414;0.90106785;0.62000475492151;0.8964601293103448;0.24130241572856903;0.57356608478803;0.92234004;0.66283524;0.9683908;0.4325;0.24267850816249847;0.23992620408535004
39;0.2545052170753479;0.2571233808994293;0.2518113851547241;0.90628177;0.6903683446275183;0.918067074148481;0.6319721115537849;0.9222644;0.740755;0.9735757;0.4791926;0.90420854;0.622649924371828;0.8986835488505747;0.23854245245456696;0.5819070904645477;0.9208829;0.6987448;0.9741379;0.4175;0.2398238480091095;0.23726090788841248
40;0.25649404525756836;0.25947269797325134;0.253421425819397;0.90618;0.6941683203918217;0.9188111956648175;0.6308841843088419;0.9200059;0.75397146;0.9762849;0.46125093;0.9004397;0.6120637069376562;0.8939295977011495;0.24223573505878448;0.5785536159600998;0.9168638;0.6844444;0.97449714;0.385;0.2430581897497177;0.24141331017017365
41;0.25552552938461304;0.2586615979671478;0.2526180148124695;0.9041788;0.685339266838237;0.9161177232144653;0.6194866683279342;0.9154862;0.766129;0.97950447;0.42611513;0.9032663;0.6149767567543304;0.892652658045977;0.2438950538635254;0.5725;0.91599464;0.72115386;0.9791667;0.375;0.24405013024806976;0.24373987317085266
42;0.25458788871765137;0.2570716142654419;0.2520062029361725;0.9039075;0.6899361409210836;0.9175707045079265;0.625;0.91482186;0.7684258;0.9800149;0.42088214;0.89792717;0.6091242322443822;0.894119073275862;0.24758027493953705;0.5725;0.9135553;0.67772514;0.97557473;0.3575;0.2486736923456192;0.24648666381835938
43;0.25474756956100464;0.25792017579078674;0.25147390365600586;0.90441626;0.6863130789310609;0.9174559032823327;0.6252180413655619;0.9228615;0.72137827;0.9704739;0.4851732;0.9001256;0.6215581569224032;0.8949344468390805;0.24151800572872162;0.582089552238806;0.92312974;0.65185183;0.96623564;0.44;0.24249185621738434;0.24054405093193054
44;0.2549169063568115;0.2574854791164398;0.25258398056030273;0.9041788;0.6913889275773222;0.9183663390811305;0.6297034637428358;0.9164337;0.75893635;0.97828734;0.43384;0.9054648;0.6193751214227088;0.8941720545977011;0.24114790558815002;0.5825;0.91815424;0.73023254;0.9791667;0.3925;0.24227462708950043;0.24002113938331604
45;0.2521539032459259;0.25509291887283325;0.2491948902606964;0.90604436;0.6987579416538767;0.9205969473920191;0.6302018440069773;0.9236311;0.73095506;0.9715733;0.49015698;0.9054648;0.6255777155212074;0.8915687859195404;0.2425973266363144;0.5885286783042394;0.92328674;0.69721115;0.97270113;0.4375;0.24387027323246002;0.24132442474365234
46;0.25349441170692444;0.25597214698791504;0.2509694993495941;0.9047894;0.6982339025170081;0.9214079673938885;0.6319461749314728;0.9150245;0.7766055;0.9808787;0.4218789;0.9026382;0.6293298143304983;0.8962966954022988;0.2409478724002838;0.5875;0.91537946;0.7184466;0.9791667;0.37;0.24139292538166046;0.24050286412239075
47;0.2536529004573822;0.2569151222705841;0.250494122505188;0.907028;0.6951223096886752;0.9190075323242963;0.6243148978574987;0.9196455;0.7647793;0.97781616;0.45776227;0.90609294;0.6232210123880461;0.8945123922413794;0.2427791804075241;0.5925;0.9216152;0.71308017;0.97557473;0.4225;0.24321039021015167;0.24234794080257416
48;0.25381624698638916;0.25690793991088867;0.2506438195705414;0.9049929;0.6886279971759343;0.9178121456673403;0.6273044344793224;0.9294483;0.6961165;0.96313167;0.536008;0.90420854;0.6158162656711461;0.8935964439655172;0.2487349957227707;0.5911330049261084;0.9293384;0.6599327;0.9637213;0.49;0.24905550479888916;0.2484142929315567
49;0.25130027532577515;0.2539937198162079;0.24851520359516144;0.9078081;0.7017776383000349;0.9220324788209179;0.6361824071766758;0.9284073;0.7210652;0.9679218;0.5262896;0.9026382;0.6189716920621653;0.8965310704022988;0.2404666543006897;0.5572139303482587;0.92743605;0.6551724;0.96408045;0.475;0.23983918130397797;0.24109400808811188
50;0.25064435601234436;0.2534869611263275;0.24770480394363403;0.9061461;0.701938305706608;0.9221941016483426;0.6345291479820628;0.918887;0.7613255;0.9776591;0.4522801;0.90420854;0.6147952180917718;0.8948159123563217;0.2429933398962021;0.5825;0.91776204;0.718894;0.9780891;0.39;0.24446937441825867;0.2415173202753067
51;0.2512592375278473;0.254169762134552;0.24824708700180054;0.9047894;0.6908652385711815;0.9183559239531086;0.6244704709693496;0.91805637;0.75357443;0.97699165;0.44654873;0.90169597;0.6066587424379243;0.8953969109195401;0.24945126473903656;0.5696517412935324;0.9175397;0.6933333;0.9752155;0.39;0.2506811320781708;0.2482215315103531
52;0.2510966956615448;0.2542259097099304;0.24797247350215912;0.9064514;0.7058696438352368;0.9225687038151567;0.6371791677049589;0.9172515;0.77679753;0.9801327;0.43882382;0.9013819;0.6241995537446351;0.8972171336206898;0.24054096639156342;0.5675;0.916948;0.6936937;0.97557473;0.385;0.24149449169635773;0.23958757519721985
53;0.2505970001220703;0.2537805736064911;0.24731427431106567;0.90597653;0.6974848870881254;0.9205184009873599;0.6287992027902342;0.9229307;0.73423934;0.9723585;0.4846748;0.9035804;0.6240293256947967;0.8949784482758623;0.24433287978172302;0.5781637717121588;0.92140186;0.6897959;0.97270113;0.4225;0.24523122608661652;0.24343417584896088
54;0.25065502524375916;0.2541746497154236;0.24704298377037048;0.90740114;0.710980627962918;0.9252126982923701;0.6425192930047299;0.92132664;0.7569083;0.9761671;0.47096935;0.9051508;0.6310963851232085;0.8985443606321839;0.24303430318832397;0.5860349127182045;0.92039293;0.7112069;0.9759339;0.4125;0.2446366250514984;0.2414320707321167
55;0.25005102157592773;0.253445565700531;0.24677924811840057;0.90743506;0.709539800715612;0.924739179315503;0.6386743084973835;0.9208929;0.76012963;0.97675604;0.4674807;0.9067211;0.6242795697929167;0.8977622126436782;0.2390897125005722;0.58;0.9208122;0.7248908;0.9773707;0.415;0.24040378630161285;0.23777544498443604
56;0.25018832087516785;0.25336959958076477;0.2469288408756256;0.9066549;0.6989149236380375;0.921849937680942;0.6345291479820628;0.92415696;0.7332593;0.9716911;0.49389485;0.9013819;0.6131441568588689;0.8937679597701148;0.2443806380033493;0.5792079207920792;0.92121416;0.6706349;0.97018677;0.4225;0.2451189160346985;0.24364212155342102
57;0.2475488781929016;0.2505995035171509;0.24442122876644135;0.9083848;0.709945186041778;0.9245829817473437;0.6404186394218789;0.9249981;0.74332345;0.9728297;0.499377;0.90232414;0.6176001096381734;0.8934518678160919;0.24827969074249268;0.5703703703703704;0.9218697;0.6758893;0.97054595;0.4275;0.2506507337093353;0.24590863287448883
58;0.2482823133468628;0.2512499690055847;0.24524030089378357;0.9069263;0.7062771056703517;0.9237192452496717;0.6381972111553785;0.9208489;0.7555376;0.9761671;0.4674807;0.9086055;0.6423177986176282;0.8977379669540229;0.2366071343421936;0.5835411471321695;0.9226857;0.7319149;0.9773707;0.43;0.23790432512760162;0.23530995845794678
59;0.2462233603000641;0.2493445873260498;0.24302560091018677;0.9084187;0.7141875987690175;0.9264276970903498;0.6450970632155301;0.92157006;0.7650384;0.9771487;0.4722153;0.9070352;0.6216387238615395;0.8938523706896552;0.24287180602550507;0.57;0.921981;0.720339;0.9762931;0.425;0.24285706877708435;0.2428862601518631
60;0.24463212490081787;0.24767135083675385;0.24163217842578888;0.9075029;0.7124329642989697;0.9265075398824799;0.6455790784557908;0.92841536;0.7187075;0.9675292;0.5265387;0.90766335;0.6272787269386848;0.89652029454023;0.24099977314472198;0.5880893300248139;0.92783505;0.69343066;0.9698276;0.475;0.24088138341903687;0.24111789464950562
61;0.2461613267660141;0.24875284731388092;0.24351109564304352;0.90767246;0.7076256392113698;0.9244244800339062;0.6366807874408174;0.918713;0.77835274;0.9798186;0.44978818;0.9067211;0.6157385515484309;0.8946919899425287;0.24346280097961426;0.5696517412935324;0.9202433;0.72888887;0.9780891;0.41;0.2446809709072113;0.24224449694156647
62;0.2478051483631134;0.25128623843193054;0.24432286620140076;0.9102164;0.7201301886569017;0.9268524572222219;0.6434089210067281;0.92150563;0.7834025;0.97950447;0.47047096;0.9035804;0.6199966086385835;0.8945222701149425;0.24333031475543976;0.5775;0.919404;0.7012987;0.9752155;0.405;0.24462752044200897;0.24203331768512726
63;0.245771586894989;0.24908031523227692;0.24254034459590912;0.9080456;0.7115875006391443;0.9266677929420106;0.646897582855719;0.9336509;0.70080197;0.9619145;0.56615996;0.8994975;0.6154256687503389;0.8984015804597701;0.243731290102005;0.58;0.9286708;0.62903225;0.95869255;0.4875;0.2444716989994049;0.24299123883247375
64;0.24575239419937134;0.2489367425441742;0.24257339537143707;0.9056373;0.7069352808069387;0.9242513560482009;0.6344380762521804;0.9355012;0.67918485;0.95673174;0.5813606;0.89981157;0.6241358712641083;0.8948320761494253;0.24648304283618927;0.5725;0.93230444;0.6216216;0.95474136;0.5175;0.24712099134922028;0.24584531784057617
65;0.24783021211624146;0.2511804401874542;0.24440014362335205;0.9085544;0.7151002174712373;0.9267125354318594;0.6454024420632943;0.9217691;0.7649899;0.97707015;0.47371045;0.9045226;0.6142588652980329;0.8939996408045976;0.24218562245368958;0.571072319201995;0.9197698;0.70869565;0.9759339;0.4075;0.24379371106624603;0.2405773401260376
66;0.24535052478313446;0.24917814135551453;0.2414945811033249;0.90906316;0.7200518539042778;0.9261110116453068;0.6510585305105853;0.92812055;0.73221755;0.9698457;0.5232993;0.9070352;0.6280585771010737;0.8970887212643679;0.24355007708072662;0.5785536159600998;0.9269046;0.6925926;0.97018677;0.4675;0.24505911767482758;0.2420412003993988
67;0.24763648211956024;0.2510741651058197;0.24412177503108978;0.908283;0.7132906780154038;0.9252924823801618;0.6394218788935958;0.9263907;0.73484033;0.97098434;0.5103414;0.9035804;0.6240252300701918;0.8953915229885059;0.2427447885274887;0.5825;0.9231295;0.68093383;0.97054595;0.4375;0.24309012293815613;0.24239946901798248
68;0.24486686289310455;0.2478143572807312;0.24183344841003418;0.9105556;0.7213848457517645;0.9275821374713342;0.6498878644405681;0.9253987;0.76001513;0.97506773;0.50112134;0.9045226;0.6203905168825922;0.8957983117816093;0.24145165085792542;0.5625;0.9229195;0.6904762;0.9719828;0.435;0.24112150073051453;0.2417818009853363
69;0.24454917013645172;0.24740228056907654;0.24160167574882507;0.9121159;0.7316124801414808;0.9316964946181772;0.6541428215974123;0.92641467;0.7676958;0.97577447;0.50809866;0.91080403;0.6386255085886227;0.8983306393678163;0.23729319870471954;0.575;0.92488104;0.73966944;0.9773707;0.4475;0.2389671802520752;0.2356187403202057
70;0.24452336132526398;0.2482428103685379;0.24072444438934326;0.9102503;0.7254215333135103;0.930842640017454;0.6541240966857712;0.92645466;0.75100994;0.9733794;0.50959384;0.9057789;0.6278627961073898;0.8972081537356322;0.24088653922080994;0.5875;0.9247606;0.6923077;0.97126436;0.45;0.24097973108291626;0.24079307913780212
71;0.24773332476615906;0.25044503808021545;0.24497802555561066;0.9077742;0.7226511366275004;0.9296036604972745;0.6507224713502741;0.91496426;0.8125604;0.98476577;0.4191378;0.90232414;0.6174923209228667;0.892787356321839;0.24548959732055664;0.5725;0.91257924;0.7379679;0.9823994;0.345;0.24625016748905182;0.24472898244857788
72;0.24796868860721588;0.2516469955444336;0.24433353543281555;0.9118106;0.7314346930419797;0.931026433516647;0.6576531877945919;0.92534316;0.7718353;0.9767168;0.4998754;0.90420854;0.6154260542779793;0.8935964439655172;0.24409115314483643;0.5675;0.92145526;0.69547325;0.97341955;0.4225;0.24470113217830658;0.24348099529743195
73;0.24424628913402557;0.24772648513317108;0.24070388078689575;0.90902925;0.7195772588199228;0.9271826153129071;0.6466483927236482;0.91815615;0.7977629;0.98225296;0.44430602;0.9004397;0.61482170399536;0.8939843749999999;0.2432856410741806;0.57;0.9151801;0.69483566;0.9766523;0.37;0.2440236359834671;0.2425471991300583
74;0.2443721890449524;0.2479955404996872;0.2406659871339798;0.908283;0.7205512857375004;0.927633459739102;0.6461500124595067;0.91573834;0.8112221;0.98441243;0.42511836;0.90232414;0.6169011725969935;0.8943839798850574;0.2422596961259842;0.58;0.9134069;0.73056996;0.9813218;0.3525;0.24361929297447205;0.24090002477169037
75;0.24539068341255188;0.24859510362148285;0.24210712313652039;0.9111322;0.72536002592623;0.9295661631011787;0.6518813854971343;0.92764366;0.7517167;0.97302604;0.5183155;0.9026382;0.6352860417576298;0.8972943606321838;0.23868973553180695;0.585;0.92305064;0.6730769;0.9694684;0.4375;0.2397499531507492;0.23762929439544678
76;0.24430470168590546;0.24714885652065277;0.24170464277267456;0.90926665;0.7104911183370552;0.9252205744577601;0.638175928233242;0.922612;0.76610976;0.9769131;0.4799402;0.9057789;0.6226540128969472;0.8948257902298851;0.2412526160478592;0.57;0.9207317;0.7155172;0.9762931;0.415;0.2428436130285263;0.23966151475906372
77;0.2470434159040451;0.24988599121570587;0.24421024322509766;0.90852046;0.7117435332408908;0.9246622374960908;0.6419137802143036;0.9276914;0.73006994;0.96968865;0.520309;0.9026382;0.6237431302845095;0.8958782327586208;0.24494773149490356;0.5725;0.9250859;0.66423357;0.96695405;0.455;0.24666422605514526;0.2432311326265335
78;0.24574889242649078;0.24865780770778656;0.24274200201034546;0.90926665;0.7182595875387521;0.9263876656236505;0.6421995521273949;0.9191306;0.7921397;0.9813106;0.4520309;0.9032663;0.6285772329914674;0.8957561063218391;0.23991131782531738;0.5825;0.91599464;0.72115386;0.9791667;0.375;0.24112649261951447;0.23869609832763672
79;0.2438385933637619;0.24743713438510895;0.24028325080871582;0.910793;0.7331023329133612;0.9326437282530389;0.6578619486668328;0.9241226;0.7704341;0.9769524;0.49090457;0.9038945;0.6204644295390822;0.8952963362068965;0.24150381982326508;0.5845771144278606;0.9202849;0.6991525;0.97449714;0.4125;0.24275775253772736;0.240249902009964
80;0.2440250813961029;0.24710464477539062;0.24089471995830536;0.90852046;0.718033341542633;0.9275452271186215;0.6489043824701195;0.92833495;0.7268965;0.96890336;0.5252928;0.897299;0.6137881396061944;0.891849856321839;0.24606041610240936;0.555;0.9231829;0.62989324;0.9626437;0.4425;0.24781844019889832;0.24430251121520996
81;0.24479743838310242;0.24816511571407318;0.2413434088230133;0.90821517;0.7312428156644729;0.9317485311220609;0.6613506105158236;0.91615784;0.806376;0.9837842;0.42860702;0.9045226;0.6168280345944306;0.8918354885057471;0.254641592502594;0.5781637717121588;0.9141617;0.7526316;0.9831178;0.3575;0.25681591033935547;0.2524675726890564
82;0.24497775733470917;0.24765875935554504;0.2422582358121872;0.90926665;0.7188117993230198;0.9275288632843177;0.6469855505729946;0.9272059;0.73858774;0.9712199;0.51607275;0.9013819;0.6120654430467072;0.8930594468390805;0.24528338015079498;0.565;0.9229452;0.6628788;0.9680316;0.4375;0.2463858723640442;0.2441810965538025
