Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.000534981121008915,-0.0008395066665588535,7.185622562659588e-05,0.00020435064795658667,-0.009876565011123328,0.0005820457997502826
LogisticRegression,-0.0014405540892260538,-0.006984765228720269,0.0006227017869227802,0.00024523263073404633,0.036200636906937644,0.0017050050420894759
Random Forest,-0.0023810669379374927,-0.003946520548885113,0.0004260621122312569,0.00030140832073074705,0.01679075208938835,0.0018526660328630736
MLP,-0.0004656741449468038,-0.0020565386026806243,0.000178357089245601,-0.0003505270741125978,0.004145012278599286,0.000554001942340518
