Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift,Family,Severity
XGBoost,-0.004142953370724678,-0.01510713959309451,0.0016153770325831596,0.006990763856050901,0.02580762873567194,0.01621305094545479,Classical,Moderate
LogisticRegression,-0.0008099178855529576,-0.005089088961380939,0.0012288771617246924,0.004622223953626849,0.043531907408763115,0.014289474300363704,Classical,Moderate
Random Forest,-0.0009828989332454352,0.003825496758585234,-9.613826527574143e-06,0.001882083337601849,0.019425026102848075,0.014796890187165778,Classical,Moderate
MLP,-0.0041538362843211996,-0.020143133044042694,0.0025190882921247437,0.008182436594674557,0.021907068485041314,0.0191887476087249,Classical,Moderate
LSTM,0.00044448110267969465,-0.0044160220854729815,0.0007089404734005461,0.006206666570036646,0.054401298364003536,0.016117550432682037,Deep,Moderate
LSTM_DS,0.0013626553392720453,0.0021335697556204014,0.0003772251842565355,0.005827870749447855,5.040495002411882e-05,0.013990422710776329,Deep,Moderate
ChannelwiseLSTM,0.002329516294585665,0.004260323132295407,-3.075821491159425e-05,0.011572816697392432,0.01702561713537637,0.011861606501042843,Deep,Moderate
ChannelwiseLSTM_DS,0.0016364465339639978,-0.0025617091653995505,0.0002753898487119766,0.0069203739361499515,0.017301941545386,0.012200749479234219,Deep,Moderate
