Reference_Top10,HighFiO2_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale verbal response_full_mean, Respiratory rate_last25%_mean, Glascow coma scale motor response_full_std, Diastolic blood pressure_last10%_min, Glascow coma scale eye opening_last10%_min, Lactate_last10%_min, Glascow coma scale verbal response_full_max, Glascow coma scale eye opening_last10%_max","Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale motor response_full_std, Glascow coma scale verbal response_full_mean, Respiratory rate_last25%_mean, Fraction inspired oxygen_full_max, Lactate_last10%_min, Fraction inspired oxygen_last10%_min, Glascow coma scale eye opening_last10%_min, Diastolic blood pressure_last10%_min",8,0.8
