Reference_Top10,HighWeight_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, Glascow coma scale verbal response->Oriented, Temperature, Heart Rate, mask->Glucose, mask->Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, White blood cell count, Diastolic blood pressure, Systolic blood pressure","Weight, Creatinine, Glascow coma scale verbal response->Oriented, Lactate, Glascow coma scale verbal response->No Response-ETT, Fraction inspired oxygen, Bilirubin, Temperature, Systolic blood pressure, mask->Glucose",6,0.6
