Reference_Top10,HighWeight_Top10,Overlap_Count,Overlap_Fraction
"Temperature, Glascow coma scale verbal response->Oriented, Creatinine, mask->Fraction inspired oxygen, White blood cell count, Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Bilirubin, Heart Rate, Glascow coma scale motor response->Obeys Commands","Weight, Creatinine, Glascow coma scale verbal response->Oriented, Bilirubin, Glascow coma scale verbal response->No Response-ETT, Fraction inspired oxygen, mask->Fraction inspired oxygen, Lactate, Glascow coma scale motor response->No response, White blood cell count",7,0.7
