Reference_Top10,HighWeight_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, Glascow coma scale motor response->Obeys Commands, mask->Glucose, Glascow coma scale verbal response->Oriented, Heart Rate, White blood cell count, mask->Fraction inspired oxygen, Temperature, Glascow coma scale verbal response->No Response-ETT, Fraction inspired oxygen","Weight, Creatinine, Glascow coma scale motor response->Obeys Commands, Glascow coma scale verbal response->Oriented, Glascow coma scale verbal response->No Response-ETT, Bilirubin, Lactate, White blood cell count, mask->Fraction inspired oxygen, Temperature",7,0.7
