Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift,Family,Severity
XGBoost,4.754114886906802e-05,0.0029031805401413813,-0.00044759310474014324,-5.7182086007374205e-05,-0.01827201597469913,0.0024051220419054452,Classical,Moderate
LogisticRegression,-0.0003831931155834356,0.0004120310115575121,-0.0002290161617914538,-0.000642300867679739,-0.02168179446527585,0.0023527230522157176,Classical,Moderate
Random Forest,-0.002288848564830026,-0.003838105309324158,4.8077698239626376e-05,-0.0007518455221798455,-0.0012623585608085852,0.0034790842744182406,Classical,Moderate
MLP,-0.00031044942996438785,-0.0006063990044784529,5.6906000386658384e-05,0.0008436476309078497,-0.023417617495952697,0.0019045294677149142,Classical,Moderate
LSTM,-0.0006380824077127922,-0.0018315478316289768,0.00013497762753759968,0.001366347833085927,-0.013006360102922443,0.002238033339381218,Deep,Moderate
LSTM_DS,0.00028181018365780464,0.0012591603567718712,-0.00012694461214708685,0.0013362017986852832,-0.00034876819817453164,0.0022689423058182,Deep,Moderate
ChannelwiseLSTM,-0.0009244748707797346,-0.0011167900735691294,0.0001894110522856346,0.0010138768402318758,-0.013371153311295958,0.00270261662080884,Deep,Moderate
ChannelwiseLSTM_DS,-0.0011149258587189737,3.955738682204224e-05,0.00010342288734517535,-0.0007457121828338097,0.004759073257446289,0.0031890959944576025,Deep,Moderate
