Reference_Top10,HighWBC_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, mask->Fraction inspired oxygen, Glascow coma scale verbal response->Oriented, Systolic blood pressure, Temperature, Heart Rate, Weight, Glascow coma scale verbal response->No Response-ETT, mask->Glucose, Fraction inspired oxygen","Creatinine, White blood cell count, Glascow coma scale verbal response->Oriented, Temperature, mask->Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Lactate, mask->Glucose, Fraction inspired oxygen, Heart Rate",8,0.8
