Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,0.0002646266358737881,0.0011849825218059884,-0.0002823440535909272,0.0032134030095899886,0.007385784292593789,0.0029872919544080747
LogisticRegression,0.0010791268008357724,0.000737681132378043,-3.1576339389605135e-05,0.0009718500488018408,0.015998466563733382,0.0036034868894750075
Random Forest,0.000623189999633289,0.0022077793263040046,-0.00018721826661960428,0.0007474671946088793,-0.0069075874008713845,0.0029478435104257376
MLP,0.00012830382345396796,-0.0005771424996036112,1.6688170556278248e-05,-0.00018782651882607096,-0.00872870849127369,0.0026544606753964696
