Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
LSTM,0.0006747406429854497,0.0006179559166284987,-0.00016773785952728382,-0.004524370279414725,-0.006171173254648776,0.0028640637
LSTM_DS,0.0012492439238973585,0.002932882717777918,-0.0002241242439541269,6.528907303412872e-05,-0.01224717261158259,0.002644423
ChannelwiseLSTM,0.0009634242457567943,0.001294090361756317,-0.00015987155043066525,0.001497610261844048,-0.02501491813180068,0.0021297913
ChannelwiseLSTM_DS,0.0004284431247479903,-0.0004234548636182778,-1.0040667583741114e-05,-0.0010008974913357435,0.025554645791345698,0.0022130432
