Reference_Top10,HighCreatinine_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale motor response->Obeys Commands, Fraction inspired oxygen, Glascow coma scale verbal response->Oriented, Glascow coma scale verbal response->No Response-ETT, mask->pH, mask->Fraction inspired oxygen, Weight, White blood cell count, Lactate, Temperature","Glascow coma scale motor response->Obeys Commands, Creatinine, Potassium, Fraction inspired oxygen, mask->Oxygen saturation, White blood cell count, Diastolic blood pressure, mask->pH, Systolic blood pressure, Lactate",5,0.5
