Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Fraction inspired oxygen, Creatinine, Glascow coma scale verbal response->Oriented, Temperature, White blood cell count, mask->Fraction inspired oxygen, Glascow coma scale motor response->No response, Glascow coma scale motor response->Obeys Commands, Heart Rate, Potassium","Fraction inspired oxygen, Glascow coma scale verbal response->Oriented, Creatinine, Temperature, mask->Fraction inspired oxygen, White blood cell count, Glascow coma scale motor response->No response, Glascow coma scale motor response->Obeys Commands, Diastolic blood pressure, Systolic blood pressure",8,0.8
