Model,Reference_AUROC,Reference_AUPRC,Reference_Brier,Reference_ECE,Reference_MCE,HighFiO2_AUROC,HighFiO2_AUPRC,HighFiO2_Brier,HighFiO2_ECE,HighFiO2_MCE,Delta_AUROC,Delta_AUPRC,Delta_Brier,Delta_ECE,Delta_MCE
LSTM,1.0,1.0,0.03806582434342533,0.1091136984527111,0.58067587018013,0.8735947988503108,0.6129046692748333,0.09387246010753966,0.0167128361288398,0.12972254348251056,-0.12640520114968923,-0.38709533072516666,0.055806635764114335,-0.09240086232387129,-0.45095332669761945
LSTM_DS,1.0,1.0,0.03476739323015236,0.10800028406083584,0.5441751778125763,0.8772991487525139,0.6161492053521531,0.09245150871822722,0.01991022448055446,0.0708341312408447,-0.12270085124748609,-0.3838507946478469,0.05768411548807485,-0.08809005958028138,-0.4733410465717316
ChannelwiseLSTM,1.0,1.0,0.042888382914343916,0.13346564695239066,0.592674195766449,0.8765351380637103,0.6220719792921633,0.09323505724168582,0.028001343400495485,0.11941907235554289,-0.1234648619362897,-0.3779280207078367,0.050346674327341905,-0.10546430355189518,-0.4732551234109061
ChannelwiseLSTM_DS,1.0,1.0,0.043680413776100976,0.11956327743828297,0.5848740041255951,0.8761053820512585,0.6178751021151405,0.09325291219041824,0.018644040519927414,0.1646891957835147,-0.12389461794874146,-0.3821248978848595,0.04957249841431727,-0.10091923691835555,-0.4201848083420804
