Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Creatinine, Temperature, Glascow coma scale verbal response->Oriented, Bilirubin, White blood cell count, Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Glascow coma scale motor response->Obeys Commands, mask->Fraction inspired oxygen, Diastolic blood pressure","Creatinine, Temperature, Glascow coma scale verbal response->Oriented, Fraction inspired oxygen, White blood cell count, Bilirubin, Glascow coma scale verbal response->No Response-ETT, Glascow coma scale motor response->Obeys Commands, mask->Fraction inspired oxygen, Diastolic blood pressure",10,1.0
