Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift,Family,Severity
XGBoost,0.0005366994757871613,0.001035866617759007,-0.0002040701408437262,0.0015853864096047332,-0.006227018267535134,0.003231164777360851,Classical,Minimal
LogisticRegression,-0.0003173228490778168,-0.0006325840941897587,8.174427156254493e-05,-0.0013107690353262261,0.03122787417469164,0.0015242407013376792,Classical,Minimal
Random Forest,-0.00024858865794208374,-0.001046240082182348,0.000128011694763272,0.0010418187249916881,-0.005484644332296618,0.0016521332997227803,Classical,Minimal
MLP,-0.0010229938780748071,-0.0021294130830203928,0.00019398400969294904,0.0003728089024563133,-0.013010693060945822,0.001470768375660288,Classical,Minimal
LSTM,-0.0003683007075040434,-0.00011829328117618498,7.024246324507932e-05,0.001971671073284423,-0.006726092497507663,0.0012536455178633332,Deep,Minimal
LSTM_DS,-8.649052384612776e-05,-0.0005619670107374075,0.0001364328670893089,0.0016185172994042773,-0.003216086462778378,0.0012522379402071238,Deep,Minimal
ChannelwiseLSTM,9.279115803373372e-05,0.0001306642764878907,4.480440340168257e-06,-7.008700988314978e-05,-0.0021188070075680576,0.0004794417764060199,Deep,Minimal
ChannelwiseLSTM_DS,0.00022625004582288444,-0.0006702077215002822,7.951039514009217e-05,-0.0002252530553490794,0.014325291736453138,0.0006390490452758968,Deep,Minimal
