Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift,Family,Severity
XGBoost,-0.015405623373290878,-0.04837893018351047,0.007188853173776627,0.013821362633007449,0.0998800436086748,0.029737875434648623,Classical,Severe
LogisticRegression,-0.005633339748524313,-0.016756018111088844,0.0026355882654654494,0.0031413346026343617,0.08949496446709482,0.01515399178036087,Classical,Severe
Random Forest,-0.015319132849444528,-0.027079658145792496,0.004488202145974077,0.007925210144540753,0.023073253054439857,0.022490262709108522,Classical,Severe
MLP,-0.014009746508303111,-0.043219270604610005,0.005015413465568941,0.004740944619230924,0.1106818115212071,0.0181772632679462,Classical,Severe
LSTM,-0.004492352175666237,-0.009514631255170714,0.0017158096929437427,0.0018523969788915486,-0.01582237084706617,0.011557016521692276,Deep,Severe
LSTM_DS,-0.004271257194178646,-0.012011644873056837,0.0021741006541546593,0.007239419830335873,0.04224801895414565,0.011681015603244305,Deep,Severe
ChannelwiseLSTM,-0.000690205835991109,-0.0017683029372186354,0.00037523813609448287,0.0016742669381088603,-0.009499291386779574,0.0035119398962706327,Deep,Severe
ChannelwiseLSTM_DS,0.0002795190439532913,-0.0037680738997081242,0.00058962760381992,0.0029315025556922707,0.009162999902452729,0.005407840013504028,Deep,Severe
