Feature,Mean_Abs_SHAP_Reference,Rank_Reference,Mean_Abs_SHAP_Perturbed,Rank_Perturbed,SHAP_Change,Absolute_SHAP_Change,Rank_Change
pH_last25%_std,1.7323738449184766e-05,137,1.7323738449184766e-05,137,0.0,0.0,0
Oxygen saturation_full_max,1.5402499316513984e-05,138,1.5402499316513984e-05,138,0.0,0.0,0
pH_last10%_std,4.899955180912775e-06,139,4.899955180912775e-06,139,0.0,0.0,0
pH_full_min,4.627229275001023e-06,140,4.627229275001023e-06,140,0.0,0.0,0
Glucose_last25%_mean,2.7069725492709715e-05,133,2.7069725492709715e-05,133,0.0,0.0,0
Oxygen saturation_last25%_max,4.269777682053545e-06,141,4.269777682053545e-06,141,0.0,0.0,0
ICU_Cardiac Vascular Intensive Care Unit (CVICU),0.0,143,0.0,143,0.0,0.0,0
ICU_Coronary Care Unit (CCU),0.0,144,0.0,144,0.0,0.0,0
ICU_Intensive Care Unit (ICU),0.0,145,0.0,145,0.0,0.0,0
ICU_Medical Intensive Care Unit (MICU),0.0,146,0.0,146,0.0,0.0,0
ICU_Medical/Surgical Intensive Care Unit (MICU/SICU),0.0,147,0.0,147,0.0,0.0,0
ICU_Medicine,0.0,148,0.0,148,0.0,0.0,0
ICU_Neuro Intermediate,0.0,149,0.0,149,0.0,0.0,0
ICU_Neuro Stepdown,0.0,150,0.0,150,0.0,0.0,0
ICU_Neuro Surgical Intensive Care Unit (Neuro SICU),0.0,151,0.0,151,0.0,0.0,0
ICU_Neurology,0.0,152,0.0,152,0.0,0.0,0
ICU_PACU,0.0,153,0.0,153,0.0,0.0,0
ICU_Surgery/Trauma,0.0,154,0.0,154,0.0,0.0,0
ICU_Surgery/Vascular/Intermediate,0.0,155,0.0,155,0.0,0.0,0
ICU_Surgical Intensive Care Unit (SICU),0.0,156,0.0,156,0.0,0.0,0
ICU_Trauma SICU (TSICU),0.0,157,0.0,157,0.0,0.0,0
