Reference_Top10,HighFiO2_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_max, Creatinine_last10%_min, Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Respiratory rate_last25%_mean, ICU_Cardiac Vascular Intensive Care Unit (CVICU), Weight_full_max, Glascow coma scale motor response_full_std","Glascow coma scale verbal response_last10%_min, ICU_Cardiac Vascular Intensive Care Unit (CVICU), Glascow coma scale motor response_last10%_max, Creatinine_last10%_min, Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Glascow coma scale motor response_full_std, Respiratory rate_last25%_mean, Weight_full_max",10,1.0
