Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_max, Creatinine_last10%_min, Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Respiratory rate_last25%_mean, Weight_full_max, Temperature_full_min, Prothrombin time_last10%_min","Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_max, Creatinine_last10%_min, Temperature_full_min, Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Respiratory rate_last25%_mean, Temperature_full_max, Hemoglobin_full_max",8,0.8
