epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
28;0.28817400336265564;0.8888813;0.5808258134652067;0.8810815309625711;0.544978818838774;0.8971404;0.73913044;0.9842161;0.28382757;0.89981157;0.6036307659939222;0.8854813218390805;0.24967367947101593;0.5475;0.9042309;0.8;0.9903017;0.27
29;0.28481143712997437;0.88905096;0.5867693797093013;0.8825700430567949;0.5477611940298508;0.89872825;0.7253949;0.98225296;0.297533;0.90232414;0.609185831406732;0.8878017241379309;0.24830667674541473;0.545;0.9079512;0.7908497;0.9885057;0.3025
30;0.28604912757873535;0.8896954;0.5848177067553993;0.8833665973312989;0.5469489414694895;0.9029929;0.6984872;0.97730577;0.33366558;0.89886934;0.6063143483295416;0.8866567887931035;0.24902431666851044;0.56;0.9070767;0.74375;0.985273;0.2975
31;0.28715333342552185;0.88837254;0.587212672706098;0.8834981635375084;0.5462247694991278;0.8966023;0.7371879;0.98429465;0.27959132;0.89886934;0.6089533390174912;0.887663433908046;0.24988193809986115;0.5443349753694581;0.9041366;0.7826087;0.98922414;0.27
32;0.28440311551094055;0.88704973;0.5857383674636081;0.8837792888296202;0.5472215300274109;0.89324665;0.75618905;0.98723936;0.25118366;0.89698493;0.6011422490592346;0.8851679238505747;0.2523309290409088;0.5447761194029851;0.9007833;0.8;0.9913793;0.24
33;0.2845015823841095;0.8877281;0.5825939432987115;0.8814786951634093;0.5382506852728632;0.8940218;0.757887;0.9870431;0.25741342;0.89981157;0.600323996688317;0.8852783764367816;0.25348961353302;0.5311720698254364;0.9026462;0.8292683;0.9924569;0.255
34;0.2831082046031952;0.8905095;0.5916612842601741;0.8856658163375876;0.5474707201594817;0.90083987;0.72570443;0.9812713;0.31447795;0.8991834;0.6041477530764251;0.885788433908046;0.24915459752082825;0.5461346633416458;0.90656984;0.7548387;0.9863506;0.2925
35;0.2860831022262573;0.8893901;0.5931828018154681;0.8852256022886551;0.5543938262384864;0.8960057;0.760749;0.9864541;0.27336156;0.8991834;0.6067452750300489;0.8877451508620691;0.24938389658927917;0.5525;0.9028459;0.8110236;0.9913793;0.2575
36;0.2853456437587738;0.88983107;0.5933534514606046;0.8863053462911681;0.5502118116122602;0.900884;0.7164686;0.98032904;0.31547472;0.9013819;0.6082750122672597;0.8858072916666666;0.24984411895275116;0.5425;0.90759075;0.77922076;0.98778737;0.3
37;0.2824018597602844;0.89145917;0.5946994118943765;0.8863580872471116;0.5548081714000996;0.907484;0.6884562;0.973615;0.37004736;0.9013819;0.6098629129939307;0.8870330459770115;0.2473139613866806;0.5475;0.91276735;0.7239583;0.98096263;0.3475
38;0.283954918384552;0.8921715;0.5967236523736524;0.8861809566903167;0.5556939945178171;0.9091109;0.68616074;0.9723978;0.38300523;0.90201;0.6070710403021901;0.8862697557471264;0.24854159355163574;0.543424317617866;0.9147651;0.71568626;0.9791667;0.365
39;0.28454354405403137;0.8912557;0.5954498787340047;0.8858935451419777;0.5558859975216852;0.900601;0.7380531;0.9825671;0.31173685;0.90295225;0.6102350905649028;0.8878538074712643;0.24830639362335205;0.545;0.9082811;0.79738563;0.98886496;0.305
40;0.2823517620563507;0.8912896;0.5984038191483393;0.8874492785955951;0.5560258964143426;0.8996841;0.74785274;0.98386276;0.30376276;0.90420854;0.6151012915000883;0.8891118893678162;0.24701184034347534;0.545;0.908941;0.8104575;0.9895833;0.31
41;0.2820974886417389;0.89115393;0.5979362172363976;0.8868562620460692;0.5556939945178171;0.9125584;0.66054314;0.9666261;0.4121605;0.9001256;0.6136374021512404;0.8883548850574713;0.24614134430885315;0.55;0.9171177;0.6798246;0.9737787;0.3875
42;0.28167685866355896;0.8905095;0.6033485024963416;0.8877953357779059;0.5557486962999751;0.8969197;0.7679181;0.98665047;0.2803389;0.9013819;0.612338536669561;0.8870186781609195;0.24877767264842987;0.5525;0.9046527;0.82575756;0.9917385;0.2725
43;0.2802567481994629;0.89112;0.6021961014858057;0.8885852613542091;0.5597907324364724;0.9007309;0.7349327;0.9822137;0.3129828;0.9038945;0.6073279692262591;0.8859832974137931;0.24779796600341797;0.541371158392435;0.9094514;0.79746836;0.9885057;0.315
44;0.28283846378326416;0.8916288;0.6071285249981175;0.8901011052099445;0.5621729379516571;0.8999497;0.75;0.98394126;0.3057563;0.90295225;0.6067130628158566;0.8859410919540229;0.24940404295921326;0.5461346633416458;0.9072063;0.8137931;0.9903017;0.295
45;0.28072261810302734;0.8912557;0.6043904219082123;0.8892829086027166;0.5627802690582959;0.8986213;0.75915223;0.9852762;0.29454273;0.8994975;0.6040698332477472;0.8879876077586208;0.24910911917686462;0.5425;0.9036697;0.8030303;0.9906609;0.265
46;0.28164568543434143;0.8876942;0.6034335030429796;0.8898522721959318;0.560179416895091;0.89087635;0.80843586;0.9914406;0.22925492;0.89761305;0.6065676557579249;0.8881115301724136;0.2522728443145752;0.545;0.89876705;0.8627451;0.9949713;0.22
47;0.28058868646621704;0.89091647;0.6065064553612368;0.8896669328158298;0.5597312095569935;0.8967657;0.7769284;0.9873964;0.27859455;0.9013819;0.6056380213754723;0.8877846623563218;0.2520231306552887;0.5441176470588235;0.9043877;0.83076924;0.9920977;0.27
48;0.28116312623023987;0.8907808;0.6106233670832647;0.8907634026627329;0.5669075504610017;0.896553;0.7774668;0.98751426;0.27685022;0.9004397;0.6108526888708575;0.888274066091954;0.25044485926628113;0.5486284289276808;0.9032363;0.832;0.9924569;0.26
49;0.2806386947631836;0.89339256;0.607954731231211;0.8885805845752569;0.5626553953257086;0.90317106;0.7424749;0.9818603;0.33192125;0.9045226;0.6146042262750283;0.8881223060344826;0.24685288965702057;0.5467980295566502;0.9097819;0.8037975;0.98886496;0.3175
50;0.2790929973125458;0.893223;0.607513525257033;0.8899507144792498;0.5624221280837279;0.9057036;0.7192093;0.97824806;0.3536008;0.90201;0.615858234201774;0.8886655890804598;0.24500270187854767;0.5525;0.91063124;0.75287354;0.9845546;0.3275
51;0.27962878346443176;0.8941727;0.6102466700083038;0.8903975670104396;0.5624221280837279;0.90380514;0.74682146;0.98201734;0.33665586;0.90232414;0.6158501835319176;0.8890490301724139;0.24545671045780182;0.5575;0.9095727;0.76969695;0.9863506;0.3175
52;0.279389888048172;0.89115393;0.6120680884853931;0.8906793380502727;0.5646648392723648;0.89636755;0.7867332;0.9882602;0.27485672;0.8985553;0.6120659952784921;0.8902900502873564;0.24777556955814362;0.5536159600997507;0.9019928;0.8130081;0.9917385;0.25
53;0.27810561656951904;0.8941388;0.6132514641562399;0.8905286831500556;0.563418888612011;0.9022608;0.7617371;0.98405904;0.32344878;0.9007538;0.6112108914715229;0.8900296336206897;0.24577030539512634;0.5525;0.9075297;0.7692308;0.98706895;0.3
54;0.2798682749271393;0.89230716;0.6120500339417474;0.8905234046516359;0.5626713182157986;0.89933366;0.76721936;0.98566884;0.29977572;0.9007538;0.609048110972408;0.8877357219827585;0.24918533861637115;0.545;0.90538764;0.8;0.98994255;0.28
55;0.27887675166130066;0.89386743;0.6124410287945927;0.8899623526143199;0.5678704856787049;0.9069513;0.7173058;0.97742355;0.3635684;0.9035804;0.6166382037564959;0.8877837643678161;0.24693022668361664;0.5525;0.91269577;0.75409836;0.98383623;0.345
56;0.27978160977363586;0.89441013;0.6140884322767666;0.8905369995979828;0.5674059307251433;0.9062659;0.72865856;0.97903335;0.35733864;0.90295225;0.6160591659302568;0.8894459410919541;0.2444869428873062;0.55;0.91099304;0.7630058;0.985273;0.33
57;0.2794312834739685;0.8942745;0.6155706426187884;0.8920830810799762;0.5665171898355755;0.90865874;0.7099344;0.97569597;0.37752306;0.9026382;0.6173179874359203;0.8905495689655173;0.2430676966905594;0.5475;0.91315967;0.7368421;0.9820402;0.35
58;0.2794729173183441;0.89444405;0.6180659631966774;0.8919985664009221;0.5646648392723648;0.9059742;0.7313816;0.97946525;0.35484675;0.90106785;0.6120849362040887;0.8897656249999999;0.24605099856853485;0.5430622009569378;0.9110889;0.73480666;0.98275864;0.3325
59;0.27926090359687805;0.8946815;0.6204117854467529;0.8929276652872745;0.5656615998006479;0.9074182;0.7229862;0.97785544;0.36680788;0.90483665;0.6207468249224941;0.8914960488505748;0.24269694089889526;0.5594059405940595;0.9133622;0.76502734;0.9845546;0.35
60;0.2786097228527069;0.8937996;0.6178274466524085;0.8914534819436266;0.5654124096685771;0.91129035;0.6895959;0.9716518;0.39970097;0.8985553;0.6119931779496439;0.8889735991379311;0.24486100673675537;0.5469879518072289;0.91556907;0.67264575;0.9737787;0.375
61;0.27909407019615173;0.8929855;0.6182843268420737;0.8929103572915293;0.5677290836653387;0.8989202;0.78335536;0.9871216;0.2955395;0.90483665;0.6203502349721697;0.889847341954023;0.24573315680027008;0.5459057071960298;0.906588;0.86466163;0.9935345;0.2875
62;0.2786044478416443;0.8931891;0.6202596369046546;0.8939357117245977;0.5693994517817095;0.899914;0.7741117;0.98602223;0.30401197;0.9026382;0.6228272001672231;0.8913685344827587;0.24420307576656342;0.5561097256857855;0.9058399;0.8308824;0.9917385;0.2825
63;0.2778412699699402;0.8946476;0.6139861598926226;0.8912924510516134;0.563418888612011;0.9079797;0.7185542;0.97707015;0.37154248;0.90201;0.6183073169254322;0.8892061781609195;0.24412007629871368;0.5410628019323671;0.91337794;0.72680414;0.98096263;0.3525
64;0.27529188990592957;0.8939692;0.6207138130226733;0.8932147588537811;0.5716421629703464;0.90088636;0.774613;0.9857081;0.31173685;0.9035804;0.6210076225144868;0.8911090158045978;0.24402959644794464;0.5525;0.90726733;0.8251748;0.99102014;0.295
65;0.278798907995224;0.89474934;0.6190360389209234;0.8921367466292482;0.5701470221779218;0.90409774;0.7516593;0.98237073;0.3386494;0.90201;0.6139385711999913;0.8904454022988506;0.24428175389766693;0.555;0.90873015;0.775;0.98706895;0.31
66;0.27819234132766724;0.8957669;0.6249446622429706;0.8936878081959416;0.5726389234986294;0.9057835;0.7492047;0.9814284;0.35210565;0.9032663;0.6139043345211439;0.8896174568965517;0.24435319006443024;0.55;0.9110226;0.76744187;0.9856322;0.33
67;0.2794860005378723;0.8962418;0.6227927002610242;0.8932705475432884;0.5686518813854972;0.9080481;0.73590505;0.97903335;0.37079492;0.90201;0.6200278378007408;0.8914825790229886;0.24247834086418152;0.5575;0.9117255;0.7417582;0.9831178;0.3375
68;0.27827298641204834;0.8943423;0.616965419497898;0.8922354384060043;0.5616745576875156;0.90818787;0.71380955;0.9764027;0.37353602;0.89886934;0.6131870593558887;0.8899425287356321;0.2437998354434967;0.543424317617866;0.9114305;0.703125;0.97952586;0.3375
69;0.2778327763080597;0.8951903;0.6215471609854385;0.8934423947096355;0.566658360328931;0.9046689;0.7520481;0.9821744;0.34313482;0.90232414;0.6096076563986168;0.8884994612068966;0.2456817477941513;0.5425;0.9095727;0.76969695;0.9863506;0.3175
70;0.27753838896751404;0.8937657;0.6230842847281817;0.8936787579437855;0.5679442508710801;0.9002329;0.7793278;0.98633635;0.30625468;0.9013819;0.609841648692085;0.8902927442528737;0.24704399704933167;0.5511221945137157;0.90651745;0.79452056;0.98922414;0.29
71;0.2782655358314514;0.8946476;0.6199019621279593;0.8933696698185255;0.5674059307251433;0.9029805;0.7613833;0.9837449;0.32918015;0.90169597;0.6066441565926292;0.8887374281609195;0.2463642805814743;0.5511221945137157;0.90842974;0.7735849;0.98706895;0.3075
72;0.27766159176826477;0.8938335;0.6184618388476788;0.8932695593535936;0.5627017630990812;0.902403;0.75594205;0.9834701;0.32494393;0.90169597;0.6115227187442838;0.8882013290229887;0.24749155342578888;0.543640897755611;0.9081599;0.77707005;0.9874282;0.305
73;0.2774008810520172;0.8946815;0.6261172950839059;0.8951634933922445;0.5703261140154344;0.91055954;0.7021371;0.97373277;0.39297283;0.90169597;0.6102161342659368;0.8878071120689656;0.24594168365001678;0.5454545454545454;0.9139028;0.71859294;0.97988504;0.3575
74;0.2760058343410492;0.89508855;0.6193946152635689;0.8923075420095338;0.5656615998006479;0.90369487;0.760181;0.9833523;0.33491153;0.9038945;0.6071136828628508;0.8863227370689656;0.2489844113588333;0.5302663438256658;0.9094514;0.79746836;0.9885057;0.315
75;0.27899906039237976;0.8932908;0.6246121060342333;0.8941917800483073;0.5722111553784861;0.89940953;0.7820429;0.98684675;0.29952654;0.90232414;0.615152985490253;0.8877388649425287;0.24774900078773499;0.5461346633416458;0.90527695;0.83458644;0.9920977;0.2775
76;0.2796730697154999;0.8948511;0.6267925380043621;0.8954623376104693;0.5709661354581673;0.9040205;0.7537521;0.9826063;0.33790183;0.90201;0.6065431388836175;0.8873015445402299;0.24809491634368896;0.5432098765432098;0.90900064;0.77160496;0.9867098;0.3125
77;0.2768423855304718;0.89444405;0.6266633735823728;0.8948446212105995;0.5684812329107631;0.9026982;0.76146257;0.98386276;0.32693747;0.8985553;0.6026485498972081;0.8873446479885058;0.25060001015663147;0.5425;0.90677685;0.7421384;0.985273;0.295
78;0.2768237888813019;0.89508855;0.6231883936197697;0.8941599818650557;0.570254110612855;0.9094569;0.71316034;0.97569597;0.38350362;0.9004397;0.6128123970564795;0.8887913074712643;0.24472151696681976;0.5467980295566502;0.9135099;0.7064677;0.97880745;0.355
79;0.27516260743141174;0.89552945;0.6272312982450896;0.8943129017743259;0.5738848741589833;0.90602446;0.744113;0.9808002;0.35434836;0.89981157;0.5999293805162998;0.8853978089080461;0.25063270330429077;0.5425;0.90933245;0.73410404;0.983477;0.3175
80;0.27669885754585266;0.89424056;0.6256589683293634;0.8945673557287318;0.5749875435974091;0.90126026;0.77437156;0.98555106;0.31472713;0.9007538;0.60497962304299;0.8874757543103449;0.2505001425743103;0.5373134328358209;0.90538764;0.8;0.98994255;0.28
81;0.27646946907043457;0.89403707;0.6239835377523828;0.8943970984715474;0.5724962630792227;0.9010086;0.77421343;0.9856296;0.31273362;0.90169597;0.6023327573600581;0.8883521910919541;0.25104182958602905;0.5361596009975063;0.9060138;0.80851066;0.9903017;0.285
82;0.2783966362476349;0.8951564;0.6218152522646592;0.8936135227478383;0.5672718229296195;0.9091641;0.71582395;0.9761671;0.38101172;0.8985553;0.6051087666396272;0.8883988864942529;0.24585840106010437;0.5425;0.91112596;0.7015707;0.97952586;0.335
83;0.27765098214149475;0.89549553;0.6282615902776453;0.8957273974819968;0.5767314399601395;0.90809333;0.72709554;0.9780125;0.3717917;0.9032663;0.6099700357562603;0.8888389008620688;0.24464836716651917;0.555;0.9123917;0.75274724;0.98383623;0.3425
84;0.27757877111434937;0.89552945;0.6212575381309906;0.8926162289884821;0.5686518813854972;0.9050255;0.7531199;0.9821351;0.3458759;0.9026382;0.6092758538750701;0.8879409123563219;0.24802446365356445;0.545;0.9098741;0.7710843;0.9863506;0.32
85;0.2775235176086426;0.89529204;0.6241124667503885;0.8950099717635068;0.5708945925741341;0.9041531;0.7583705;0.98299897;0.3386494;0.9007538;0.6001619110807667;0.8861413433908047;0.2514132559299469;0.5486284289276808;0.9069921;0.7763158;0.98778737;0.295
86;0.2762857973575592;0.8954616;0.6246355723842406;0.8952131279102858;0.5718913531024171;0.90540004;0.7487974;0.9815462;0.34911537;0.9035804;0.6063648206286905;0.889073275862069;0.2460133284330368;0.5475;0.91050714;0.7784431;0.9867098;0.325
87;0.27655288577079773;0.8941388;0.6278898960111967;0.8962912820036362;0.5749875435974091;0.90150917;0.7699758;0.9850799;0.31696984;0.90232414;0.6102136489406257;0.8898644037356322;0.24705761671066284;0.5497512437810945;0.9068773;0.80689657;0.98994255;0.2925
88;0.27609604597091675;0.89603823;0.6257490340413481;0.8955174463080582;0.5738113019666418;0.90749365;0.7379518;0.97950447;0.3663095;0.90295225;0.6103483658347829;0.8877370689655173;0.24577008187770844;0.5511221945137157;0.9118136;0.75418997;0.9841954;0.3375
89;0.27715638279914856;0.89532596;0.6277705143824497;0.8948383594145131;0.574664011946242;0.9021524;0.78039926;0.9857474;0.32145527;0.90106785;0.6021778645767208;0.887293462643678;0.2488967925310135;0.5475;0.905952;0.7972028;0.9895833;0.285
90;0.2766236960887909;0.89363;0.6295191279311064;0.8964007215663312;0.5752914909451748;0.8998174;0.78235674;0.98672897;0.30276603;0.89886934;0.6078777882010391;0.8882830459770116;0.24792049825191498;0.5552825552825553;0.90334207;0.79545456;0.9903017;0.2625
91;0.27540796995162964;0.89386743;0.6297384978356559;0.8953777250908517;0.5727453911310414;0.89901406;0.797043;0.98814243;0.2955395;0.89981157;0.6066317605096027;0.8867124640804598;0.2508779466152191;0.5443645083932853;0.9042309;0.8;0.9903017;0.27
92;0.27494552731513977;0.89390135;0.6306886939479857;0.8955844719863237;0.5708945925741341;0.89873284;0.801636;0.9885743;0.2930476;0.9007538;0.5998861380596263;0.8850296336206896;0.2509640157222748;0.5555555555555556;0.90406024;0.8230769;0.9917385;0.2675
93;0.2763131856918335;0.896581;0.6350105396751169;0.8971676154739039;0.5758329189457981;0.9078737;0.7412412;0.9797008;0.3690506;0.90169597;0.5983117922061987;0.8869190014367816;0.24794639647006989;0.5486284289276808;0.9108746;0.7457627;0.98383623;0.33
94;0.2765216827392578;0.8962418;0.6324234933572869;0.8959564618100835;0.5738480697384807;0.906981;0.7446154;0.9804468;0.36182407;0.9007538;0.6073487161789005;0.8874344468390805;0.2467510849237442;0.545;0.90996677;0.7413793;0.98383623;0.3225
95;0.27593711018562317;0.8959704;0.6295383614003646;0.8963244988750636;0.5734927752864972;0.9088553;0.7267498;0.9776198;0.37777224;0.90169597;0.6097333224176865;0.8878672772988504;0.2453932762145996;0.5508684863523573;0.913349;0.72307694;0.98060346;0.3525
96;0.27586445212364197;0.896547;0.6308317188710428;0.8969473470125073;0.578187250996016;0.9137415;0.70154876;0.9720052;0.41764265;0.9035804;0.608895234276632;0.890085308908046;0.24412262439727783;0.5461346633416458;0.9182708;0.7085202;0.9766523;0.395
97;0.2768361568450928;0.8968184;0.6317004676283483;0.8963198954765342;0.5766259656117618;0.90609497;0.75976455;0.98237073;0.35384998;0.9035804;0.6067124998473602;0.8880109554597702;0.2477341592311859;0.54;0.91132516;0.76878613;0.9856322;0.3325
98;0.27748727798461914;0.8971576;0.6358568598877257;0.8971968649104672;0.5778719162721156;0.9113409;0.7220462;0.97589225;0.39745826;0.8982412;0.5975938367905531;0.8869477370689656;0.24706636369228363;0.5486284289276808;0.9124749;0.6881188;0.9773707;0.3475
99;0.27490654587745667;0.8946476;0.6262329458430187;0.8950775502409583;0.5708945925741341;0.902111;0.7707463;0.9849228;0.32170445;0.9001256;0.6031199944760394;0.8867825071839079;0.25075429677963257;0.5563725490196079;0.9066623;0.7697368;0.9874282;0.2925
0;0.40614211559295654;0.86479884;0.20445752962323072;0.5481716548509346;0.21990049751243781;0.8657428;0.61946905;0.9983117;0.017443309;0.87468594;0.18315674635405654;0.5417950790229885;0.3734234869480133;0.22194513715710723;0.87630165;0.53333336;0.99748564;0.02
1;0.3981057107448578;0.8644936;0.2266548777827268;0.5726515204712251;0.24021928731622227;0.86498064;0.640625;0.99909693;0.010216796;0.875;0.20568715873644894;0.5589762931034483;0.36987200379371643;0.24129353233830847;0.8758664;0.6;0.99856323;0.015
2;0.3967943787574768;0.86537546;0.2312829718321266;0.5691152298357519;0.2468495181616012;0.8659699;0.7037037;0.9987436;0.01893845;0.87468594;0.2019941651212233;0.5515108656609196;0.3705526292324066;0.23;0.8758273;0.54545456;0.99820405;0.015
3;0.3952075242996216;0.8653076;0.2472773709742641;0.6071698426186588;0.2671318215798654;0.8660356;0.6810345;0.99854726;0.01968602;0.87342966;0.2158291735226085;0.6020294540229885;0.3701007068157196;0.255;0.875197;0.36363637;0.99748564;0.01
4;0.3937240540981293;0.86571467;0.23023240868192443;0.5623972961486225;0.24530632411067194;0.8669146;0.65882355;0.99772274;0.027909296;0.87342966;0.20295495943105246;0.549858117816092;0.3699185848236084;0.2169576059850374;0.87567055;0.4;0.9967672;0.015
5;0.3943464756011963;0.8644597;0.23965207797484545;0.5649546968348;0.26365441906653425;0.864629;0.7297297;0.9996074;0.0067281337;0.875;0.20865490981497364;0.5522790948275862;0.3686738908290863;0.23842592592592593;0.87539333;0.6666667;0.9992816;0.01
