Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-2.5202536749979743e-05,0.0020125235470661584,-0.0002166564393662057,0.00019281012023818905,0.006804872057949385,0.0011777817057800472
LogisticRegression,-0.00012372154404471924,0.0006075536755405508,-0.00010288268049661597,0.0008514112346143486,0.008269335085049123,0.0007518708440529208
Random Forest,-0.000534981121008915,-0.0006961153379733132,-1.5324354165388576e-05,0.00040912134208285697,-0.0007141462325263026,0.0013111281346977776
MLP,-0.0002651994207999442,-0.0006297518210928166,6.336643404400433e-05,0.0005911589464284613,-0.025743886715151376,0.0009066591324729461
