Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.0004364621137139535,-0.0005545451934055867,4.3639827077057713e-05,-3.321950428476425e-05,-0.016436263867793593,0.0002899931294023268
LogisticRegression,-0.00047770262839530453,-0.002397275874976623,0.00019888158973671577,-0.0001647973203680736,0.0009138083423085863,0.0005596796395262301
Random Forest,-0.0006203260750027306,-0.0007917478857273341,7.520647031297734e-05,6.171498111840965e-05,0.0013940120408753032,0.0006478672097084936
MLP,-0.00016152534916968886,-0.0005753774734230666,4.299067312234228e-05,8.609814245945716e-05,-0.003813250930197548,0.00023319671277479507
