Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
LSTM,5.4987352908986153e-05,0.0003661861467609828,-4.238160396975721e-05,-0.00034883474431661107,0.0001049041748046875,0.00031855685
LSTM_DS,0.00011856647970964751,0.00013240290281524292,-3.761456621188819e-05,-4.706404832821934e-06,-0.00013697147369384766,0.00021694502
ChannelwiseLSTM,0.0003499715898677147,0.0007379773585713956,-0.00010557734867450153,0.0004205448804573426,-0.0006715655326843262,0.00054874056
ChannelwiseLSTM_DS,0.00012028483448811578,0.0004876976701614355,-4.51872032465328e-05,-0.00010878887710972715,0.0001977086067199707,0.0005818487
