Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
LSTM,-0.0003683007075040434,-0.00011829328117618498,7.024246324507932e-05,0.001971671073284423,-0.006726092497507663,0.0012536455
LSTM_DS,-8.649052384612776e-05,-0.0005619670107374075,0.0001364328670893089,0.0016185172994042773,-0.003216086462778378,0.0012522379
ChannelwiseLSTM,9.279115803373372e-05,0.0001306642764878907,4.480440340168257e-06,-7.008700988314978e-05,-0.0021188070075680576,0.00047944178
ChannelwiseLSTM_DS,0.00022625004582288444,-0.0006702077215002822,7.951039514009217e-05,-0.0002252530553490794,0.014325291736453138,0.00063904905
