Reference_Top10,HighFiO2_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale motor response_full_std, Glascow coma scale motor response_last10%_std, Bilirubin_full_min, Lactate_last10%_min, Glascow coma scale verbal response_full_mean, Respiratory rate_last25%_mean, Diastolic blood pressure_last10%_min, Glascow coma scale eye opening_last10%_min","Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Fraction inspired oxygen_last10%_min, Fraction inspired oxygen_full_max, Glascow coma scale verbal response_full_mean, Glascow coma scale motor response_full_std, Fraction inspired oxygen_last10%_max, Respiratory rate_last25%_mean, Lactate_last10%_min, Glascow coma scale eye opening_last10%_min",7,0.7
