Reference_Top10,HighCreatinine_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, White blood cell count_last10%_min, Respiratory rate_last25%_mean, White blood cell count_full_min, Hemoglobin_full_max, Platelets_last10%_min, Fraction inspired oxygen_last10%_max, Glascow coma scale motor response_last25%_max, ICU_Cardiac Vascular Intensive Care Unit (CVICU), Diastolic blood pressure_last10%_min","Glascow coma scale verbal response_last10%_min, Creatinine_last10%_min, White blood cell count_last10%_min, White blood cell count_full_min, Respiratory rate_last25%_mean, Hemoglobin_full_max, Potassium_last10%_min, Platelets_last10%_min, Diastolic blood pressure_last10%_min, Glascow coma scale motor response_last25%_max",8,0.8
