Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale motor response_full_std, Lactate_last10%_min, Respiratory rate_last25%_mean, Glascow coma scale verbal response_full_mean, Fraction inspired oxygen_last10%_min, Glascow coma scale verbal response_full_std, Diastolic blood pressure_last10%_min, Weight_full_min","Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Lactate_last10%_min, Respiratory rate_last25%_mean, Glascow coma scale motor response_full_std, Glascow coma scale verbal response_full_mean, Temperature_last10%_min, Heart Rate_last10%_max, Fraction inspired oxygen_last10%_min, Heart Rate_last10%_min",7,0.7
