Reference_Top10,HighGlucose_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, White blood cell count_last10%_min, Respiratory rate_last25%_mean, Hemoglobin_full_max, Creatinine_last10%_min, Platelets_last10%_min, White blood cell count_full_min, Fraction inspired oxygen_last10%_max, Diastolic blood pressure_last10%_min, Fraction inspired oxygen_full_mean","Glascow coma scale verbal response_last10%_min, Respiratory rate_last25%_mean, Glascow coma scale motor response_last25%_max, Creatinine_last10%_min, White blood cell count_last10%_min, Glascow coma scale motor response_full_max, Diastolic blood pressure_last10%_min, Potassium_last10%_min, Hemoglobin_full_max, Glascow coma scale motor response_last25%_min",6,0.6
