Reference_Top10,HighWBC_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Creatinine_last10%_min, Glascow coma scale motor response_last10%_max, ICU_Cardiac Vascular Intensive Care Unit (CVICU), Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Respiratory rate_last25%_mean, Glascow coma scale motor response_last25%_max, Weight_full_max, Prothrombin time_last10%_min","Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_max, Creatinine_last10%_min, ICU_Cardiac Vascular Intensive Care Unit (CVICU), Glascow coma scale motor response_last25%_min, White blood cell count_last10%_min, Glascow coma scale motor response_last25%_max, Respiratory rate_last25%_mean, Glascow coma scale motor response_full_std, Weight_full_max",9,0.9
