Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.0007142628028887765,0.0007136148028925593,-0.00020886489513294304,-0.001972224363855732,-0.01817116615256914,0.0019412866912751358
LogisticRegression,-0.00026405385094740996,-0.001007605522852617,6.510535211175228e-05,-0.0009790622271962056,-0.011661761340437504,0.0013374688894645956
Random Forest,-0.0011873831518751654,-0.0004246297405530175,3.767460482587137e-05,-0.002318253377388318,0.03556451803416599,0.0016485375400177662
MLP,-0.000677031782689963,-0.0005232340226334342,0.00026052263003674414,-0.00017569637238066052,0.0026036770121231068,0.002007807102573265
