Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
XGBoost,-0.003744867847061961,-0.0034572831554154915,0.000266601700545932,-0.0003787005796447619,0.024460973287357635,0.004553108250963606
LogisticRegression,-0.002795763224458403,-0.005881250887058709,0.0005460828007121526,0.0006523291926839141,-0.00886727764822759,0.004904204154866698
Random Forest,-0.0039430514315041965,-0.0037080031919402012,0.00027005056612440514,-0.0029227644596704454,-0.015428691343194523,0.003708541621206136
MLP,-0.005566896697093093,-0.006814563558454556,0.0012458343877496114,-0.002756344524333435,-0.005110517540870385,0.005981801985649725
