Reference_Top10,HighGlucose_Top10,Overlap_Count,Overlap_Fraction
"mask->Fraction inspired oxygen, Glascow coma scale verbal response->Oriented, Creatinine, White blood cell count, Fraction inspired oxygen, Glascow coma scale verbal response->No Response-ETT, Temperature, Lactate, Heart Rate, Glascow coma scale motor response->Obeys Commands","Glascow coma scale verbal response->Oriented, Creatinine, White blood cell count, Temperature, Glascow coma scale verbal response->No Response-ETT, Glascow coma scale motor response->No response, Glascow coma scale motor response->Obeys Commands, mask->Fraction inspired oxygen, Fraction inspired oxygen, Lactate",9,0.9
