Reference_Top10,Perturbed_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last25%_max, Creatinine_last10%_min, Fraction inspired oxygen_last10%_max, Glascow coma scale motor response_last25%_min, Respiratory rate_last25%_mean, Oxygen saturation_last10%_min, White blood cell count_last10%_min, Diastolic blood pressure_last10%_min, Hemoglobin_full_max","Glascow coma scale verbal response_last10%_min, Diastolic blood pressure_last10%_min, Glascow coma scale motor response_last25%_max, Respiratory rate_last25%_mean, Creatinine_last10%_min, Glascow coma scale motor response_last25%_min, Fraction inspired oxygen_last10%_max, Hemoglobin_full_max, White blood cell count_full_min, Oxygen saturation_last10%_min",9,0.9
