Reference_Top10,HighWBC_Top10,Overlap_Count,Overlap_Fraction
"Systolic blood pressure_full_max, Systolic blood pressure_full_mean, Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale verbal response_full_mean, Glascow coma scale motor response_full_std, Respiratory rate_last25%_mean, Diastolic blood pressure_last10%_min, Creatinine_last10%_min, Glascow coma scale eye opening_last10%_min","Systolic blood pressure_full_max, Systolic blood pressure_full_mean, Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale verbal response_full_mean, Glascow coma scale motor response_full_std, White blood cell count_last10%_min, Respiratory rate_last25%_mean, Diastolic blood pressure_last10%_min, Lactate_last10%_min",8,0.8
