Feature,MeanAbsSHAP
ICU_Medical Intensive Care Unit (MICU),0.0038759643
Glascow coma scale verbal response_last25%_std,0.003725252
Glascow coma scale motor response_last25%_std,0.0035275244
Potassium_full_max,0.00283538
ICU_Coronary Care Unit (CCU),0.0023675247
Glascow coma scale eye opening_full_max,0.0023410972
pH_last25%_std,0.002339293
Hemoglobin_last25%_std,0.0021853514
Hematocrit_last25%_std,0.0018404468
Oxygen saturation_last25%_max,0.0015896547
Glascow coma scale verbal response_full_min,0.0012782353
Hematocrit_last10%_std,0.00050016097
Glascow coma scale motor response_last10%_std,0.0
Height_full_min,0.0
Oxygen saturation_full_max,0.0
Platelets_last10%_std,0.0
Weight_last10%_std,0.0
White blood cell count_last10%_std,0.0
Weight_last25%_std,0.0
ICU_Intensive Care Unit (ICU),0.0
ICU_Medicine,0.0
ICU_Neuro Stepdown,0.0
ICU_PACU,0.0
ICU_Neurology,0.0
ICU_Surgery/Vascular/Intermediate,0.0
ICU_Surgery/Trauma,0.0
