Reference_Top10,HighWeight_Top10,Overlap_Count,Overlap_Fraction
"Glascow coma scale verbal response_last10%_min, Glascow coma scale motor response_last10%_min, Glascow coma scale verbal response_full_mean, Glascow coma scale motor response_full_std, Respiratory rate_last25%_mean, Diastolic blood pressure_last10%_min, ICU_Cardiac Vascular Intensive Care Unit (CVICU), White blood cell count_last10%_min, Glascow coma scale eye opening_last10%_min, Lactate_last10%_min","Glascow coma scale verbal response_last10%_min, Weight_full_min, Weight_full_mean, Glascow coma scale motor response_last10%_min, Glascow coma scale verbal response_full_mean, Glascow coma scale motor response_full_std, Respiratory rate_last25%_mean, Diastolic blood pressure_last10%_min, Creatinine_last10%_min, Lactate_last10%_min",7,0.7
