Model,AUROC_drop,AUPRC_drop,Brier_drop,ECE_drop,MCE_drop,Shift
LSTM,-0.001143851497488857,-0.0016152763065885312,0.0003249036007778455,0.0030681596338493593,-0.004979914824167819,0.0039843568
LSTM_DS,-0.0009668609553136198,-0.003421995161042801,0.0005718167366398907,0.0027381424057943294,0.03593166261366176,0.0040461556
ChannelwiseLSTM,2.0047472414796985e-05,2.5707383138451334e-05,6.364727415165972e-05,0.001549889101184936,-0.0065751784331315455,0.0013022487
ChannelwiseLSTM_DS,0.0007331647054512613,-0.0011639135590444383,0.00010651113499278442,6.870114556213787e-05,0.01684621058258351,0.002087658
